sampleID,Abiotrophia_defectiva,Acidovorax_ebreus,Acinetobacter_junii,Acinetobacter_unclassified,Actinobacillus_unclassified,Actinomyces_georgiae,Actinomyces_graevenitzii,Actinomyces_johnsonii,Actinomyces_massiliensis,Actinomyces_naeslundii,Actinomyces_odontolyticus,Actinomyces_oris,Actinomyces_sp_HPA0247,Actinomyces_sp_ICM39,Actinomyces_sp_ICM47,Actinomyces_sp_oral_taxon_172,Actinomyces_sp_oral_taxon_448,Actinomyces_viscosus,Aggregatibacter_actinomycetemcomitans,Aggregatibacter_aphrophilus,Aggregatibacter_segnis,Aggregatibacter_unclassified,Alloprevotella_rava,Alloprevotella_tannerae,Alloprevotella_unclassified,Alloscardovia_omnicolens,Anaeroglobus_geminatus,Atopobium_parvulum,Atopobium_rimae,Atopobium_sp_ICM58,Bacteroides_pyogenes,Bacteroidetes_oral_taxon_274,Bifidobacterium_dentium,Bifidobacterium_longum,Bulleidia_extructa,C2likevirus_unclassified,Campylobacter_concisus,Campylobacter_gracilis,Campylobacter_rectus,Campylobacter_showae,candidate_division_TM7_single_cell_isolate_TM7b,candidate_division_TM7_single_cell_isolate_TM7c,Candidatus_Prevotella_conceptionensis,Capnocytophaga_gingivalis,Capnocytophaga_granulosa,Capnocytophaga_ochracea,Capnocytophaga_unclassified,Cardiobacterium_hominis,Catonella_morbi,Centipeda_periodontii,Corynebacterium_durum,Corynebacterium_matruchotii,Cryptobacterium_curtum,Dialister_invisus,Eikenella_corrodens,Enhydrobacter_aerosaccus,Escherichia_coli,Escherichia_unclassified,Eubacteriaceae_bacterium_ACC19a,Eubacteriaceae_bacterium_CM5,Eubacteriaceae_bacterium_OBRC8,Eubacteriaceae_noname_unclassified,Eubacterium_brachy,Eubacterium_infirmum,Eubacterium_saphenum,Eubacterium_yurii,Filifactor_alocis,Fretibacterium_fastidiosum,Fusobacterium_necrophorum,Fusobacterium_nucleatum,Fusobacterium_periodonticum,Gemella_bergeri,Gemella_haemolysans,Gemella_morbillorum,Gemella_sanguinis,Gemella_unclassified,Granulicatella_adiacens,Granulicatella_elegans,Granulicatella_unclassified,Haemophilus_haemolyticus,Haemophilus_influenzae,Haemophilus_parahaemolyticus,Haemophilus_parainfluenzae,Haemophilus_paraphrohaemolyticus,Haemophilus_pittmaniae,Haemophilus_sputorum,Human_herpesvirus_4,Human_herpesvirus_6B,Human_herpesvirus_7,Johnsonella_ignava,Kingella_denitrificans,Kingella_kingae,Kingella_oralis,Kingella_unclassified,Lachnoanaerobaculum_saburreum,Lachnospiraceae_bacterium_ICM7,Lachnospiraceae_bacterium_oral_taxon_082,Lachnospiraceae_oral_taxon_107,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_phage_Lc_Nu,Lactobacillus_rhamnosus,Lautropia_mirabilis,Leptotrichia_buccalis,Leptotrichia_goodfellowii,Leptotrichia_hofstadii,Leptotrichia_shahii,Leptotrichia_sp_oral_taxon_215,Leptotrichia_unclassified,Leptotrichia_wadei,Lymphocryptovirus_unclassified,Megasphaera_micronuciformis,Mitsuokella_unclassified,Moraxella_catarrhalis,Murine_osteosarcoma_virus,Mycoplasma_orale,Neisseria_bacilliformis,Neisseria_cinerea,Neisseria_elongata,Neisseria_flavescens,Neisseria_gonorrhoeae,Neisseria_lactamica,Neisseria_macacae,Neisseria_meningitidis,Neisseria_polysaccharea,Neisseria_sicca,Neisseria_sp_oral_taxon_014,Neisseria_subflava,Neisseria_unclassified,Olsenella_uli,Oribacterium_sinus,Oribacterium_sp_ACB1,Oribacterium_sp_ACB8,Oribacterium_sp_oral_taxon_078,Parascardovia_denticolens,Parvimonas_micra,Parvimonas_sp_oral_taxon_110,Parvimonas_unclassified,Peptostreptococcus_stomatis,Peptostreptococcus_unclassified,Porphyromonas_catoniae,Porphyromonas_endodontalis,Porphyromonas_gingivalis,Porphyromonas_sp_oral_taxon_279,Prevotella_buccae,Prevotella_denticola,Prevotella_histicola,Prevotella_intermedia,Prevotella_loescheii,Prevotella_maculosa,Prevotella_marshii,Prevotella_melaninogenica,Prevotella_micans,Prevotella_multiformis,Prevotella_nanceiensis,Prevotella_nigrescens,Prevotella_oralis,Prevotella_oris,Prevotella_oulorum,Prevotella_pallens,Prevotella_pleuritidis,Prevotella_saccharolytica,Prevotella_salivae,Prevotella_sp_C561,Prevotella_sp_oral_taxon_306,Prevotella_veroralis,Propionibacterium_acnes,Propionibacterium_phage_PAS50,Propionibacterium_propionicum,Pseudomonas_stutzeri,Pseudomonas_unclassified,Ralstonia_pickettii,Ralstonia_unclassified,Riemerella_unclassified,Roseolovirus_unclassified,Rothia_aeria,Rothia_dentocariosa,Rothia_mucilaginosa,Rothia_unclassified,Scardovia_unclassified,Scardovia_wiggsiae,Selenomonas_artemidis,Selenomonas_flueggei,Selenomonas_infelix,Selenomonas_noxia,Selenomonas_sputigena,Shuttleworthia_satelles,Simonsiella_muelleri,Slackia_unclassified,Solobacterium_moorei,Staphylococcus_hominis,Stomatobaculum_longum,Streptococcus_agalactiae,Streptococcus_anginosus,Streptococcus_australis,Streptococcus_constellatus,Streptococcus_cristatus,Streptococcus_gordonii,Streptococcus_infantis,Streptococcus_intermedius,Streptococcus_mitis_oralis_pneumoniae,Streptococcus_mutans,Streptococcus_oligofermentans,Streptococcus_parasanguinis,Streptococcus_peroris,Streptococcus_phage_Cp_1,Streptococcus_phage_Dp_1,Streptococcus_phage_EJ_1,Streptococcus_pseudopneumoniae,Streptococcus_pyogenes,Streptococcus_salivarius,Streptococcus_sanguinis,Streptococcus_sobrinus,Streptococcus_sp_M334,Streptococcus_sp_SK140,Streptococcus_thermophilus,Streptococcus_tigurinus,Streptococcus_vestibularis,Tannerella_forsythia,Thiomonas_unclassified,Torque_teno_virus,Torque_teno_virus_12,Treponema_denticola,Treponema_lecithinolyticum,Treponema_maltophilum,Treponema_medium,Treponema_socranskii,Treponema_vincentii,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_sp_6_1_27,Veillonella_sp_HPA0037,Veillonella_sp_oral_taxon_158,Veillonella_sp_oral_taxon_780,Veillonella_unclassified
SC44,845.6,0.0,0.0,0.0,1134.83,0.0,4398.39,1510.15,6781.82,0.0,16822.6,0.0,0.0,0.0,0.0,0.0,0.0,4329.83,0.0,0.0,1001.26,1319.69,0.0,0.0,282.882,0.0,0.0,8929.59,2957.82,0.0,0.0,2328.32,0.0,0.0,0.0,0.0,5586.29,0.0,0.0,744.027,112.493,406.294,0.0,3413.63,277.55,226.509,8423.75,940.064,210.765,0.0,138.648,7962.1,0.0,860.328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6208.69,8898.61,0.0,0.0,0.0,0.0,0.0,9786.11,80009.0,0.0,1483.23,3308.51,16512.3,0.0,8872.45,0.0,26709.8,0.0,0.0,0.0,302585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.719,0.0,466.223,11085.7,611.473,551.291,0.0,0.0,0.0,0.0,21042.0,0.0,255.965,861.09,0.0,0.0,4814.33,1162.26,0.0,5809.76,0.0,0.0,0.0,0.0,0.0,0.0,789.227,11295.2,0.0,0.0,94.7174,1006.59,0.0,0.0,0,1104.11,12901.9,0.0,14863.3,0.0,0.0,0.0,0.0,31.7418,0.0,1264.59,1470.53,4555.07,1163.27,0.0,0.0,195228.0,0.0,0.0,134048.0,0.0,0.0,363.126,0.0,346988.0,0.0,0.0,35121.9,7594.15,0.0,2797.84,1876.06,12786.6,5916.92,0.0,1543.41,0,0.0,0.0,0.0,0.0,879.12,0.0,0.0,0.0,329.606,0.0,0.0,9721.86,2747.06,469021.0,0.0,0.0,0.0,1136.86,0.0,0.0,1623.15,0.0,0.0,0.0,0.0,11071.5,0.0,2825.27,0.0,0.0,28912.2,0.0,2207.96,0.0,10861.0,6308.48,3221.66,0.0,358.047,48414.3,647.278,0.0,0.0,0.0,0.0,0.0,13828.2,35871.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10531.2,21560.8,31978.7,0.0,0.0,0.0,0.0,409199.0
SC45,341.2,0.0,0.0,0.0,3404.7,0.0,8876.24,0.0,7043.97,45.4559,23849.7,1979.86,0.0,0.0,0.0,0.0,0.0,4368.81,0.0,141.979,0.0,1778.39,0.0,3875.53,0.0,0.0,0.0,57338.4,34355.6,0.0,0.0,5551.23,0.0,0.0,0.0,0.0,13071.6,501.137,0.0,2998.4,0.0,0.0,0.0,786.779,0.0,703.724,9586.7,2160.56,2364.27,0.0,1071.3,3169.0,0.0,14103.1,313.14,0.0,0.0,405.174,0.0,0.0,0.0,0.0,13157.5,22314.3,0.0,0.0,5734.73,0.0,0.0,21282.3,70335.4,0.0,1919.25,877.691,14958.9,0.0,22955.8,0.0,57162.7,3009.07,2288.51,0.0,603368.0,40.4052,0.0,13388.7,0.0,0.0,0.0,0.0,0.0,0.0,163.304,276.102,438.284,10061.5,3772.27,393.39,0.0,0.0,0.0,0.0,20154.9,0.0,708.213,106.064,0.0,0.0,2740.82,0.0,0.0,93175.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18824.3,0.0,0.0,0.0,0.0,0.0,545.47,0,11997.0,38259.2,0.0,70286.5,0.0,0.0,576.897,0.0,699.796,0.0,1900.73,3716.16,4556.25,1895.12,0.0,0.0,128748.0,0.0,0.0,424550.0,0.0,1039.31,1116.75,0.0,410200.0,0.0,0.0,362937.0,28402.1,0.0,9448.64,11466.1,130025.0,2516.91,374.871,167671.0,0,0.0,35156.5,0.0,0.0,31.9875,0.0,0.0,0.0,0.0,0.0,0.0,8540.65,20799.1,481475.0,0.0,0.0,0.0,200.342,626.281,0.0,8315.05,0.0,2512.42,0.0,0.0,34022.3,0.0,5138.76,0.0,2161.12,18932.6,63628.1,3055.08,939.982,7964.88,28131.6,6339.13,0.0,70.7091,254401.0,476.445,0.0,0.0,0.0,0.0,0.0,79112.3,99693.7,0.0,0.0,0.0,0.0,0.0,1671.2,1070.18,0.0,0.0,0.0,4790.82,150.397,0.0,840.653,0.0,91.4729,166124.0,50514.4,134926.0,0.0,0.0,0.0,0.0,1000000.0
SC46,9174.35,0.0,0.0,0.0,6117.09,128.419,4750.73,2696.54,2708.95,451.146,14472.3,1818.8,0.0,0.0,0.0,0.0,0.0,4126.98,364.07,872.32,802.813,6860.22,0.0,0.0,398.177,0.0,0.0,3840.69,0.0,0.0,0.0,20531.3,0.0,0.0,0.0,0.0,5616.85,2016.46,0.0,1418.04,12504.2,15933.3,769.74,1880.55,1964.53,1540.77,20762.0,1869.18,4882.25,0.0,870.77,7524.28,0.0,9942.79,1258.61,0.0,0.0,401.536,0.0,0.0,0.0,0.0,16952.4,5288.7,0.0,752.686,0.0,0.0,0.0,33209.1,23361.7,0.0,6211.4,2840.72,5510.91,0.0,11382.5,5443.99,21431.5,3285.93,5866.2,2660.37,320252.0,378.281,0.0,21252.5,0.0,0.0,24142.0,983.427,0.0,0.0,0.0,0.0,0.0,1683.4,0.0,1396.85,0.0,0.0,0.0,0.0,80819.0,889.374,1923.19,214.721,0.0,0.0,5334.95,0.0,0.0,898.159,0.0,0.0,0.0,0.0,0.0,0.0,1581.08,39156.5,571.297,0.0,1373.34,119.892,0.0,12300.3,0,6937.73,137463.0,0.0,21269.0,0.0,0.0,2191.14,0.0,567.938,0.0,7409.03,1129.42,2877.42,7663.29,0.0,0.0,234570.0,0.0,0.0,31861.1,0.0,0.0,2732.2,0.0,115024.0,0.0,0.0,61528.3,22842.1,0.0,3783.58,3727.77,29681.1,25448.2,597.394,2643.83,0,0.0,0.0,0.0,0.0,694.549,0.0,1442.07,0.0,0.0,0.0,0.0,24582.8,2533.24,392244.0,0.0,0.0,0.0,1650.07,0.0,117.308,2719.54,0.0,0.0,0.0,0.0,10891.9,0.0,483.703,0.0,0.0,33627.5,5203.43,2948.73,0.0,32284.1,14464.1,22229.7,0.0,1108.75,8504.34,0.0,0.0,0.0,0.0,0.0,0.0,4017.43,152250.0,0.0,0.0,0.0,0.0,484.479,0.0,0.0,0.0,0.0,0.0,1128.12,0.0,0.0,27.1308,1227.6,0.0,5789.45,9677.69,13800.0,0.0,0.0,0.0,0.0,268548.0
SC47,2074.9,0.0,0.0,0.0,3295.68,0.0,3267.87,0.0,0.0,0.0,918.631,0.0,0.0,0.0,0.0,0.0,0.0,419.654,0.0,0.0,517.903,655.484,0.0,4447.84,0.0,0.0,0.0,26674.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25364.2,0.0,0.0,3861.15,0.0,0.0,0.0,4670.83,0.0,61.3847,7553.28,0.0,523.004,0.0,936.899,103.021,0.0,42851.8,0.0,0.0,0.0,404.514,0.0,0.0,0.0,0.0,0.0,4240.32,0.0,0.0,0.0,0.0,0.0,5182.98,18543.8,0.0,3622.19,4637.26,753.732,0.0,2391.7,9473.82,5257.2,4057.81,21011.7,0.0,57184.6,2327.68,0.0,1344.54,0.0,0.0,3012.62,0.0,0.0,0.0,0.0,0.0,321.57,1859.15,322.887,0.0,0.0,0.0,0.0,0.0,4810.72,2036.39,468.861,0.0,155.025,0.0,4743.57,3917.1,0.0,62019.1,1887.13,0.0,0.0,0.0,0.0,0.0,0.0,9212.81,0.0,224.145,0.0,814.129,0.0,14770.0,0,3324.32,19917.9,0.0,17916.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.59,5720.13,25.0147,0.0,0.0,8667.26,0.0,0.0,143233.0,0.0,345.433,0.0,0.0,203809.0,0.0,0.0,18849.1,0.0,0.0,0.0,31385.9,130404.0,0.0,0.0,65501.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.02,22162.4,63351.2,0.0,0.0,0.0,318.773,19390.8,0.0,3477.7,1008.49,0.0,0.0,0.0,15964.8,0.0,1312.94,0.0,0.0,6564.71,0.0,1797.6,1288.59,2153.07,11812.0,20741.9,0.0,0.0,25615.4,0.0,0.0,0.0,0.0,0.0,0.0,12647.9,66081.4,0.0,21129.2,0.0,0.0,546.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.796,2303.16,0.0,43782.4,10629.1,8689.31,0.0,0.0,0.0,0.0,241040.0
SC48,15148.7,0.0,0.0,0.0,4435.33,2359.25,1249.89,2485.99,115.603,295.901,10148.1,7224.65,0.0,0.0,0.0,0.0,0.0,3144.08,0.0,1577.61,7775.08,4011.63,0.0,6664.13,0.0,0.0,0.0,16127.1,3998.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7705.09,570.59,0.0,3279.83,26279.5,28533.2,926.413,5713.85,1335.27,357.414,25035.4,1503.9,3410.81,0.0,5315.08,3565.66,0.0,9677.76,988.987,0.0,0.0,396.125,0.0,0.0,0.0,0.0,4486.24,21253.9,0.0,0.0,0.0,0.0,0.0,21015.8,17287.9,0.0,20422.5,24382.6,19203.9,0.0,23566.0,919.52,27859.2,3009.38,4958.72,6199.6,745267.0,1479.5,0.0,757.782,14500.2,0.0,16090.0,0.0,747.706,0.0,2840.75,1995.47,483.092,9381.33,0.0,1619.5,0.0,0.0,0.0,0.0,54718.3,211.055,4714.79,465.063,0.0,0.0,2214.48,261.432,0.0,3701.41,0.0,0.0,0.0,0.0,0.0,0.0,7862.58,76675.9,0.0,0.0,0.0,476.729,0.0,67495.1,0,6632.31,253571.0,0.0,25823.4,0.0,0.0,1575.49,0.0,3638.31,0.0,13326.7,6080.81,4924.26,9986.39,0.0,0.0,399275.0,0.0,0.0,16821.8,0.0,475.668,553.621,0.0,266564.0,0.0,0.0,125080.0,36594.7,335.142,11895.4,2506.14,22069.0,0.0,427.412,9204.74,0,0.0,12859.0,0.0,0.0,303.325,0.0,0.0,0.0,0.0,0.0,0.0,75184.2,138443.0,911226.0,0.0,562.636,5504.92,972.548,0.0,0.0,5700.07,0.0,0.0,0.0,0.0,36230.9,0.0,3460.66,0.0,0.0,142226.0,0.0,4197.76,3621.34,41790.9,25139.9,41348.2,0.0,311.279,54748.0,2616.97,0.0,0.0,93394.9,0.0,0.0,30889.8,291155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.919,0.0,17597.1,11494.0,229963.0,14537.3,0.0,0.0,0.0,457947.0
SC49,1935.54,0.0,0.0,0.0,0.0,0.0,3045.12,0.0,0.0,0.0,1637.13,400.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.01,0.0,33351.4,24777.4,0.0,0.0,0.0,16650.1,0.0,0.0,0.0,451.213,0.0,2952.14,0.0,0.0,1408.39,0.0,0.0,0.0,8595.03,10576.7,0.0,1168.33,0.0,0.0,1278.1,0.0,675.288,0.0,0.0,835.417,0.0,1577.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5438.54,17889.6,0.0,0.0,0.0,0.0,0.0,2546.62,14217.8,0.0,4578.87,13873.2,8821.9,0.0,5319.04,6581.02,4782.57,494.776,0.0,0.0,22880.1,0.0,0.0,208.754,0.0,0.0,5815.15,0.0,0.0,0.0,0.0,0.0,0.0,698.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.28,647.844,0.0,12396.0,0.0,0.0,0.0,736.568,0.0,0.0,0.0,1534.15,235.531,0.0,0.0,1358.97,0.0,1345.11,0,445.351,8631.93,0.0,3946.08,0.0,0.0,0.0,0.0,1508.04,0.0,18593.1,6874.51,16738.8,2782.15,0.0,0.0,176272.0,0.0,0.0,29838.3,2283.24,0.0,141.212,0.0,207667.0,365.02,0.0,10751.4,1061.22,0.0,0.0,1566.66,269573.0,0.0,241.793,65405.0,0,0.0,80.7308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.894,0.0,1046.3,2516.64,7580.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.555,0.0,0.0,45.5609,80953.0,0.0,1246.8,0.0,0.0,10381.8,137.216,304.139,0.0,17611.7,10660.1,5287.2,0.0,0.0,5378.45,408.183,0.0,0.0,0.0,0.0,0.0,3324.88,7185.71,0.0,0.0,0.0,0.0,1643.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10505.9,5240.17,12172.9,0.0,0.0,0.0,0.0,64536.3
SC50,3347.06,0.0,0.0,0.0,0.0,0.0,2557.86,0.0,0.0,403.608,2124.31,0.0,0.0,0.0,0.0,0.0,0.0,118.989,0.0,0.0,0.0,1063.74,0.0,14982.5,0.0,715.788,0.0,139971.0,21556.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3772.13,0.0,0.0,347.691,71986.6,71905.8,0.0,132.504,219.692,0.0,21921.2,0.0,0.0,0.0,0.0,1097.14,6938.45,10813.7,0.0,0.0,465.355,0.0,0.0,0.0,0.0,0.0,8665.25,14071.2,0.0,0.0,0.0,0.0,0.0,12227.2,1554.54,0.0,11380.8,13034.4,642.381,0.0,9604.17,4384.04,882.743,858.098,661.726,0.0,31620.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.65,0.0,0.0,0.0,497.421,0.0,880.358,0.0,0.0,309.53,0.0,0.0,2426.15,250.698,312.975,104.678,486.556,0.0,5189.4,2247.01,0.0,66124.7,0.0,0.0,0.0,0.0,0.0,0.0,1141.13,0.0,0.0,0.0,589.114,0.0,0.0,15645.8,0,0.0,12728.6,0.0,4623.6,0.0,0.0,0.0,449.719,1538.11,23700.0,0.0,44.5214,53.5317,1007.3,0.0,0.0,16631.4,0.0,0.0,1050000.0,0.0,0.0,986.362,0.0,68357.1,0.0,0.0,0.0,8313.32,0.0,9429.27,7897.25,15476.5,640.526,0.0,65042.1,0,0.0,6906.92,0.0,0.0,0.0,0.0,1455.43,0.0,0.0,0.0,0.0,5813.76,9889.85,12944.6,0.0,0.0,7615.81,0.0,751.829,0.0,3509.51,0.0,1124.17,0.0,0.0,40684.9,0.0,1844.72,0.0,0.0,0.0,322.515,0.0,2558.66,2997.25,20666.2,11997.2,5158.13,0.0,72563.8,0.0,0.0,0.0,0.0,0.0,0.0,24758.7,27550.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74157.6,10150.9,103044.0,0.0,0.0,0.0,0.0,327158.0
SC51,125415.0,0.0,0.0,0.0,15295.5,0.0,22958.6,0.0,764.338,1435.96,18138.2,1645.48,0.0,0.0,0.0,0.0,0.0,484.008,0.0,0.0,639.503,2755.12,1768.85,2983.62,6498.7,0.0,0.0,6772.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14314.4,0.0,0.0,7709.81,35318.7,58220.3,0.0,6906.05,86.8731,451.886,49657.1,2377.7,318.292,0.0,1837.48,0.0,0.0,0.0,5523.38,0.0,0.0,401.515,0.0,0.0,2889.44,0.0,0.0,56901.9,0.0,3121.59,1106.72,0.0,0.0,29919.4,61677.7,0.0,36822.5,39628.0,17174.6,0.0,22946.9,135004.0,50293.0,7803.98,6336.63,43.0716,604780.0,7760.91,0.0,32878.2,0.0,4342.93,0.0,0.0,2011.22,0.0,0.0,0.0,0.0,34282.8,120.454,585.481,0.0,0.0,0.0,0.0,35923.9,260.619,0.0,151.845,0.0,83720.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.77,2812.79,16647.5,0.0,533.649,8668.33,1181.18,0.0,8722.36,0,365.013,133344.0,0.0,119001.0,46618.8,0.0,2817.9,0.0,34041.1,0.0,74389.7,45275.5,99204.7,56788.8,0.0,0.0,1620000.0,0.0,0.0,0.0,98.5536,8738.42,0.0,0.0,340470.0,0.0,0.0,177312.0,2639.78,0.0,3913.67,4072.82,10046.6,0.0,3349.36,5997.17,0,0.0,0.0,0.0,0.0,9195.41,0.0,0.0,139.435,0.0,2044.07,0.0,86686.3,111690.0,558114.0,0.0,0.0,0.0,0.0,0.0,0.0,3753.8,0.0,0.0,0.0,0.0,101352.0,0.0,138.705,0.0,0.0,140037.0,50755.1,3253.0,2017.79,125432.0,36600.6,30109.2,0.0,1441.07,3719.48,913.263,0.0,0.0,62601.2,1360.04,0.0,39030.1,352566.0,0.0,0.0,36513.7,0.0,2474.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3969.88,5840.21,43711.1,0.0,0.0,0.0,105644.0,880718.0
SC53,6506.12,0.0,0.0,0.0,0.0,0.0,13051.1,0.0,631.109,633.177,4571.42,1187.24,0.0,0.0,0.0,0.0,0.0,1212.4,0.0,0.0,0.0,437.631,2351.55,3209.75,2154.8,0.0,0.0,3348.16,2474.45,0.0,0.0,6454.84,0.0,0.0,0.0,0.0,3634.8,70.5828,72.7374,1440.35,3011.02,4382.86,571.385,4081.91,248.117,801.576,9968.81,0.0,0.0,0.0,1961.5,581.209,0.0,3681.08,416.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.898,3573.35,0.0,0.0,0.0,0.0,0.0,11092.8,29268.6,0.0,143.32,1491.81,14558.8,0.0,15439.3,0.0,26295.4,0.0,1067.71,0.0,104058.0,0.0,0.0,3657.81,0.0,0.0,8743.22,0.0,0.0,0.0,0.0,0.0,0.0,1803.96,0.0,0.0,0.0,0.0,0.0,0.0,17112.8,0.0,0.0,0.0,0.0,0.0,803.731,73.9439,0.0,3790.01,0.0,0.0,0.0,73.7715,0.0,0.0,6602.72,24292.7,0.0,0.0,2082.93,101.608,0.0,726.512,0,1058.05,102071.0,0.0,3856.03,0.0,0.0,0.0,0.0,594.998,0.0,3599.9,911.889,1687.44,669.804,7089.31,0.0,34742.7,0.0,0.0,9280.56,3976.85,457.97,1345.73,0.0,32701.4,386.008,0.0,19565.9,3905.93,0.0,6538.35,1892.03,7416.88,0.0,321.889,2651.29,0,0.0,1886.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2761.43,272.334,14439.9,0.0,0.0,0.0,0.0,0.0,0.0,1526.71,0.0,0.0,55.8457,0.0,7275.29,0.0,340.59,0.0,0.0,18123.7,606.202,425.048,0.0,102523.0,1175.95,485.634,0.0,0.0,15867.9,115.828,0.0,0.0,0.0,0.0,0.0,15295.0,10348.6,0.0,0.0,0.0,0.0,137.546,689.023,0.0,0.0,0.0,0.0,0.0,0.0,746.161,1153.37,1786.89,0.0,868.453,829.844,3306.19,0.0,0.0,0.0,0.0,47679.6
SC54,0.0,0.0,0.0,0.0,10765.9,44.9864,60018.9,352.822,368.246,2288.52,22708.5,847.672,52172.7,0.0,21292.7,0.0,0.0,2309.09,0.0,0.0,157.452,1008.34,94492.7,0.0,0.0,0.0,0.0,113485.0,1977.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62136.5,2196.62,0.0,4274.35,0.0,62.981,0.0,13872.5,2090.58,695.361,19216.9,173.519,1186.36,0.0,131.746,1073.25,0.0,309.121,583.538,0.0,0.0,803.971,0.0,0.0,0.0,0.0,0.0,16702.2,0.0,304.622,0.0,0.0,0.0,23939.8,32653.1,0.0,7711.96,1586.73,3527.58,1464.63,10358.4,17511.3,7058.37,1986.47,1522.47,0.0,464424.0,0.0,0.0,32118.4,0.0,0.0,49723.5,0.0,0.0,0.0,5726.13,0.0,422.23,4694.01,1978.76,512.845,370.817,2019.25,0.0,85.4742,114731.0,0.0,3134.91,303.98,666.442,0.0,5510.19,2953.04,0.0,152504.0,0.0,0.0,0.0,0.0,885.59,0.0,15094.2,47551.9,0.0,0.0,0.0,377.243,0.0,2152.92,0,7438.82,0.0,0.0,126595.0,0.0,0.0,77.7622,0.0,0.0,0.0,0.0,1071.32,2384.92,0.0,0.0,0.0,17838.4,0.0,540.48,615686.0,0.0,0.0,1294.97,0.0,674398.0,0.0,0.0,49197.1,6680.48,0.0,976.205,9889.3,157715.0,0.0,0.0,129768.0,131443,203830.0,149.098,0.0,0.0,2998.67,0.0,0.0,309.764,1672.85,2125.29,0.0,29444.9,152254.0,356864.0,0.0,0.0,7002.46,1735.83,2407.42,286.628,14781.9,258.993,0.0,0.0,0.0,47310.9,0.0,6169.56,0.0,0.0,8364.9,0.0,386.24,223.004,8298.71,29180.8,15873.1,993.557,0.0,133022.0,2658.05,0.0,0.0,0.0,0.0,0.0,40895.2,95987.5,0.0,0.0,0.0,0.0,2809.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148607.0,154241.0,593614.0,42582.2,0.0,0.0,40261.6,789929.0
