sampleID,read_count,HC_subCST,Lactobacillus_iners,Lactobacillus_crispatus,Gardnerella_vaginalis,Lactobacillus_jensenii,Lactobacillus_gasseri,Atopobium_vaginae,BVAB1,Sneathia_sanguinegens,g_Megasphaera,g_Streptococcus,Prevotella_timonensis,g_Fastidiosipila,g_Anaerococcus,g_Peptoniphilus,g_Corynebacterium_1,g_Finegoldia,g_Bifidobacterium,g_Aerococcus,Prevotella_amnii,BVAB_TM7,g_Prevotella,g_Parvimonas,Prevotella_bivia,g_Staphylococcus,g_Dialister,g_Senegalimassilia,g_Enterococcus,g_Lactobacillus,g_Mobiluncus,g_Gemella,g_Peptostreptococcus,g_Escherichia.Shigella,g_Porphyromonas,g_Veillonella,Lactobacillus_reuteri,Prevotella_colorans,g_Ezakiella,Prevotella_buccalis,g_Ureaplasma,d_Eukaryota,Lactobacillus_ultunensis_1,g_Alloscardovia,Lactobacillus_coleohominis,Prevotella_disiens,g_Moryella,Prevotella_nanceiensis,g_Mycoplasma,Prevotella_corporis,g_Actinomyces,g_Haemophilus,g_Klebsiella,g_Varibaculum,g_Rikenellaceae_RC9_gut_group,g_Proteus,g_Clostridium_sensu_stricto_1,g_Campylobacter,g_Paeniglutamicibacter,g_Fusobacterium,Prevotella_melaninogenica,g_Howardella,g_Peptococcus,f_Bacteroidales_S24.7_group,g_Bacteroides,g_Facklamia,g_Olsenella,g_Arcanobacterium,g_Lawsonella,g_Brevibacterium,g_Oligella,d_NA,f_Enterobacteriaceae,g_Propionimicrobium,g_Halomonas,g_Helcococcus,g_Murdochiella,Prevotella_denticola,g_Bulleidia,g_Micrococcus,g_Propionibacterium,g_Gallicola,g_Shewanella,g_Roseburia,p_Proteobacteria,g_Corynebacterium,o_Micrococcales,Lactobacillus_paracasei_Lactobacillus_rhamnosus,g_Jonquetella,g_Acinetobacter,g_Blautia,Atopobium_parvulum,g_Collinsella,g_Ruminococcaceae_UCG.014,Prevotella_oris,Sneathia_amnii,g_Stenotrophomonas,g_Faecalibacterium,Atopobium_deltae,f_Lachnospiraceae,f_Family_XI,Prevotella_veroralis,Lactobacillus_salivarius,g_Ralstonia,g_Granulicatella,g_Slackia,g_Rothia,g_Neisseria,g_Nosocomiicoccus,g_Sutterella,Prevotellaceae_bacterium,g_Kocuria,Prevotella_bergensis,f_Family_XIII,g_Globicatella,g_Alloprevotella,Lactobacillus_kefiranofaciens,g_Zimmermannella,g_Actinotignum,g_Sneathia,f_Mycoplasmataceae,g_Negativicoccus,Lactobacillus_fermentum,g_Solobacterium,g_Subdoligranulum,g_Trichococcus,Lactobacillus_delbrueckii,g_Dermabacter,f_Corynebacteriaceae,Atopobium_minutum,g_Lactococcus,g_Sarcina,Lactobacillus_pontis,g_Ruminococcaceae_UCG.002,g_Ruminococcus_2,f_Ruminococcaceae,g_Variovorax,g_Dorea,g_Christensenellaceae_R.7_group,g_Weeksella,g_Rhizobium,g_Anaeroglobus,g_Helcobacillus,Prevotella_copri,g_Alistipes,Lactobacillus_equicursoris,g_Actinobaculum,g_Tessaracoccus,g_Helicobacter,g_Leucobacter,g_Trueperella,f_Halomonadaceae,g_Parabacteroides,Lactobacillus_aviarius,g_Ruminococcus_1,c_Betaproteobacteria,g_Phascolarctobacterium,g_Burkholderia.Paraburkholderia,Prevotella_histicola,f_Neisseriaceae,g_Enhydrobacter,g_Bacillus,g_Anaerostipes,c_Clostridia,f_Prevotellaceae,g_Pyramidobacter,f_Carnobacteriaceae,g_Fusicatenibacter,g_Distigma,g_Serratia,g_Enterobacter,g_Acidaminococcus,g_Citrobacter,f_Pasteurellaceae,g_Pasteurella,g_Delftia,g_Bergeyella,f_Peptostreptococcaceae,g_Lachnospiraceae_FE2018_group,Shuttleworthia_satelles,g_Actinobacillus,g_Lachnoclostridium,g_Sporosarcina,g_Sphingomonas,g_Akkermansia,g_Pseudarthrobacter,g_Mogibacterium,g_Cupriavidus,Prevotella_stercorea,g_Kluyvera,g_Leptotrichia,g_Romboutsia,g_Coprococcus_3,g_Coprococcus_2,c_Chloroplast,o_Clostridiales,g_Scardovia,g_Lachnospira,g_Lachnospiraceae_NK4A136_group,g_Catonella,g_Pediococcus
2180,10337,V,0,0,0,7530,55,43,0,0,0,114,5,2,142,66,450,66,1285,0,0,0,4,0,0,13,3,0,0,0,0,0,165,24,0,23,0,0,3,0,0,4,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,108,0,0,15,0,0,5,9,0,0,0,30,44,0,0,0,0,38,0,0,0,0,3,7,0,7,0,0,0,0,0,0,0,0,6,3,0,0,0,7,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,12987,IV-B,68,0,3354,0,0,914,199,1223,111,219,697,1116,218,825,0,1245,10,282,35,118,138,210,64,0,244,156,0,0,30,93,339,0,14,177,0,33,0,295,0,0,0,0,0,48,0,0,35,0,0,49,0,0,83,0,0,3,0,8,63,18,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,2,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8072,91352,I-A,2217,87096,0,885,313,0,3,0,6,0,4,0,29,19,5,62,0,0,0,0,0,0,12,46,0,0,0,413,0,0,0,0,0,0,157,0,0,0,0,27,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,39598,I-B,0,17059,4854,13464,2381,0,0,0,0,18,47,6,245,57,193,493,0,7,0,0,0,0,9,0,24,0,0,46,0,0,0,0,0,0,0,0,0,4,0,17,0,0,520,0,0,0,0,6,62,0,0,0,0,0,0,0,0,0,0,46,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5633,56141,III-B,32894,11904,4849,3692,152,0,0,0,0,0,5,0,35,11,0,23,30,795,0,0,0,0,291,12,10,0,0,223,0,281,7,0,6,70,235,11,18,0,350,12,0,0,209,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7880,58030,I-B,36346,20055,7,202,17,4,0,11,6,0,27,5,16,0,0,10,0,0,11,0,0,2,0,4,0,0,0,348,0,0,5,0,0,0,911,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11478,55766,III-A,43051,436,9183,0,0,28,0,4,0,22,18,0,87,77,493,366,16,750,0,0,0,49,4,47,13,5,0,0,0,0,10,0,15,0,68,0,11,0,450,276,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,11,7,7,0,0,0,0,16,19,0,0,4,12,0,90,0,0,0,5,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10442,73836,IV-B,6073,10,50018,0,6,140,12,761,8,6338,0,0,4220,30,0,16,0,1515,250,0,3,205,63,4,135,556,0,0,0,1864,1432,2,0,5,0,0,0,0,129,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4697,4095,III-A,2737,0,0,264,334,0,0,0,0,0,0,0,146,139,158,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5956,68330,IV-C0,10968,4328,406,1875,148,6,0,0,0,572,60,129,11720,4857,18849,3760,0,0,0,0,7,0,16,1106,113,0,5066,0,90,0,0,13,87,401,47,5,502,49,756,5,0,0,0,0,25,0,0,0,44,0,0,72,0,0,0,64,0,120,0,8,73,6,0,491,31,0,100,243,0,0,0,0,0,804,14,0,0,0,15,28,0,5,0,0,0,0,7,0,0,0,6,5,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,64,0,0,0,0,0,0,0,0,29,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
2302,43362,IV-B,169,0,18399,0,7,11542,283,44,580,95,9,6452,504,742,145,53,5,341,833,0,496,1242,0,28,28,352,0,0,29,395,0,16,0,0,0,0,0,11,0,3,0,0,0,0,236,9,0,0,0,0,0,6,41,19,0,0,7,0,0,26,4,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,4,0,0,93,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,198494,I-A,902,184979,113,5051,650,0,0,0,0,124,46,0,412,176,124,616,12,6,0,0,0,0,26,14,20,4,204,475,9,0,13,11,16,0,4176,0,29,0,0,5,0,39,0,13,0,0,0,6,10,0,0,9,0,0,0,0,0,0,0,37,0,0,0,4,13,0,6,0,4,0,0,11,0,0,21,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,5,0,0,0,47,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,3804,IV-C1,0,5,0,0,0,0,0,0,0,1294,0,0,0,0,17,0,1595,0,0,0,0,0,256,335,22,0,23,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,7,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6863,23444,I-A,457,18444,21,0,0,0,0,4,0,7,0,77,0,0,0,90,17,0,0,0,0,0,0,0,6,0,0,229,0,0,0,0,12,0,37,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1605,0,0,0,0,17,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11330,70188,IV-B,17154,18,23104,0,0,3305,23,900,2289,0,0,2518,0,0,0,0,0,353,1416,5,13849,1338,0,0,510,1999,0,0,0,346,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,628,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11567,5150,IV-B,159,10,1370,0,0,1475,26,12,47,2,25,185,40,482,0,0,26,43,0,0,33,788,10,0,22,27,0,0,3,252,0,0,9,0,0,0,0,16,0,0,0,0,0,0,3,0,17,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,41866,I-B,17218,21347,17,817,0,16,53,8,9,4,0,21,616,128,874,297,0,7,0,2,12,0,0,36,4,0,22,41,0,0,0,17,12,0,165,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,4,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,5026,IV-C0,24,6,9,0,123,0,3,0,0,819,0,0,0,10,22,56,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8796,111902,I-A,4519,100014,0,3903,0,0,0,0,0,0,19,0,9,0,7,30,0,0,0,0,0,0,2,0,0,0,0,937,0,0,0,0,0,0,743,0,0,0,670,735,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,50509,I-B,26643,15888,2987,1364,0,11,0,0,5,21,76,5,100,349,77,444,0,31,0,0,0,6,256,28,77,0,0,0,15,0,256,0,56,0,1053,12,197,0,73,0,0,0,0,102,25,0,0,0,8,0,0,0,10,0,0,25,0,9,0,11,13,5,0,0,17,0,51,0,0,0,0,0,0,0,37,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,130,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
12624,12346,IV-B,324,0,6162,0,0,1572,0,151,352,0,8,140,4,180,0,0,0,635,20,1848,64,314,0,0,41,16,0,0,5,46,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,6233,IV-B,196,0,1843,0,0,919,20,404,532,22,156,42,43,29,2,65,0,559,0,80,31,303,19,0,127,155,0,0,0,122,0,0,0,356,0,0,0,38,0,0,0,0,0,0,0,57,37,0,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,23405,I-A,60,23080,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,221,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,49630,III-A,42448,49,3422,1539,5,622,27,0,23,3,0,3,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,193,0,0,0,9,0,0,551,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6135,59665,I-A,249,58195,0,147,8,2,0,0,0,0,0,0,6,3,110,13,13,0,0,0,0,0,7,4,0,0,0,376,0,0,0,0,5,0,250,0,23,4,106,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
8569,63880,I-A,2385,56395,65,239,17,0,0,0,0,0,109,10,166,85,1865,208,20,0,0,0,6,0,50,60,39,0,0,1256,1,0,0,0,21,10,235,0,87,67,29,0,0,0,0,0,0,0,0,12,0,0,0,21,0,0,231,4,83,0,0,0,0,0,0,0,0,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8304,59807,III-A,45941,9428,266,1847,0,19,0,0,0,48,0,0,13,0,37,42,0,0,0,0,0,0,40,40,0,0,0,69,0,4,0,0,0,5,0,0,0,0,661,0,0,0,1317,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1852,5540,III-B,2792,0,0,0,12,0,0,0,0,0,44,16,445,1209,20,105,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,118,0,0,0,411,35,0,0,0,0,0,0,10,0,0,6,0,0,0,92,0,0,0,5,0,0,0,0,0,0,0,31,0,23,0,0,0,0,0,0,12,16,13,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
