sampleID,read_count,Capnocytophaga sp. FDAARGOS_737,Capnocytophaga sp. oral taxon 323,Capnocytophaga sp. oral taxon 864,Capnocytophaga sp. oral taxon 878,Gemella sp. oral taxon 928,Prevotella sp. oral taxon 299,Tannerella sp. oral taxon HOT-286,Actinobaculum sp. 313,Actinomyces sp. 2129,Actinomyces sp. 299,Actinomyces sp. 432,Actinomyces sp. Chiba101,Actinomyces sp. dk561,Actinomyces sp. oral taxon 171,Actinomyces sp. oral taxon 414,Actinomyces sp. oral taxon 848,Actinomyces sp. oral taxon 897,Actinomyces sp. Z16,Aeromicrobium sp. MF47,Agrococcus sp. SGAir0287,Arsenicicoccus sp. oral taxon 190,Arthrobacter sp. 24S4-2,Arthrobacter sp. PAMC 25486,Arthrobacter sp. PM3,Arthrobacter sp. U41,Bacteroides heparinolyticus,Bacteroides zoogleoformans,Bergeyella cardium,Blautia sp. SC05B48,Brachybacterium sp. P6-10-X1,Brachybacterium sp. SGAir0954,Brachybacterium sp. VM2412,Brachybacterium sp. VR2415,Brevibacterium sp. CS2,Capnocytophaga endodontalis,Capnocytophaga gingivalis,Capnocytophaga haemolytica,Capnocytophaga leadbetteri,Capnocytophaga ochracea,Capnocytophaga sputigena,Cellulomonas sp. H30R-01,Cellulomonas sp. JZ18,Cellulomonas sp. PSBB021,Cellulomonas sp. Y8,Christensenella sp. Marseille-P3954,Coprococcus sp. ART55/1,Corynebacterium sp. 2039,Cryobacterium sp. LW097,Flaviflexus sp. H23T48,Gemella haemolysans,Gemella morbillorum,Gemella sanguinis,Georgenia sp. Z294,Georgenia sp. Z443,Georgenia sp. ZLJ0423,Haloactinobacterium sp. HY164,Lachnoclostridium sp. YL32,Lactobacillus paracasei,Leucobacter sp. DSM 101948,Microbacterium sp. L-031,Microlunatus sp. KUDC0627,Miniimonas sp. S16,Mogibacterium diversum,Mogibacterium pumilum,Nocardioides sp. R-3366,Nonomuraea sp. WYY166,Oerskovia sp. KBS0722,Olsenella sp. GAM18,Olsenella sp. oral taxon 807,Ornithinimicrobium sp. AMA3305,Ornithinimicrobium sp. HY006,Paenibacillus sp. RUD330,Porphyromonas asaccharolytica,Porphyromonas gingivalis,Prevotella dentalis,Prevotella denticola,Prevotella enoeca,Prevotella fusca,Prevotella intermedia,Prevotella jejuni,Prevotella melaninogenica,Prevotella oris,Prevotella scopos,Propioniciclava sp. HDW11,Pseudactinotalea sp. HY158,Pseudarthrobacter sp. YJ56,Pseudomonas stutzeri,Raineyella sp. CBA3103,Ruania sp. HY168,Ruminococcus sp. SR1/5,Sanguibacter sp. HDW7,Selenomonas sp. oral taxon 126,Selenomonas sp. oral taxon 136,Selenomonas sp. oral taxon 478,Selenomonas sp. oral taxon 920,Serinicoccus sp. W204,Sorangium cellulosum,Streptococcus anginosus,Streptococcus constellatus,Streptococcus dysgalactiae,Streptococcus equi,Streptococcus intermedius,Streptococcus sp. 116-D4,Streptococcus sp. 1643,Streptococcus sp. A12,Streptococcus sp. CNU G3,Streptococcus sp. DAT741,Streptococcus sp. FDAARGOS_192,Streptococcus sp. I-G2,Streptococcus sp. I-P16,Streptococcus sp. LPB0220,Streptococcus sp. NCTC 10228,Streptococcus sp. NCTC 11567,Streptococcus sp. NPS 308,Streptococcus sp. oral taxon 064,Streptococcus sp. oral taxon 431,Streptococcus sp. VT 162,Streptococcus sp. Z15,Streptomonospora sp. M2,Tannerella forsythia,Tessaracoccus sp. T2.5-30,uncultured Actinoallomurus sp.,Xylanimicrobium sp. FW10M-9,[Clostridium] hiranonis,[Clostridium] scindens,[Eubacterium] minutum,[Eubacterium] rectale,[Eubacterium] siraeum,[Eubacterium] sulci,[Pasteurella] aerogenes,[Ruminococcus] gnavus,[Ruminococcus] torques,Acidaminococcus fermentans,Acidaminococcus intestini,Acidipropionibacterium acidipropionici,Acidipropionibacterium jensenii,Acidipropionibacterium virtanenii,Actinomyces gaoshouyii,Actinomyces gerencseriae,Actinomyces hongkongensis,Actinomyces howellii,Actinomyces israelii,Actinomyces naeslundii,Actinomyces oris,Actinomyces pacaensis,Actinomyces qiguomingii,Actinomyces radicidentis,Actinomyces slackii,Actinomyces succiniciruminis,Actinomyces viscosus,Actinopolyspora erythraea,Actinotignum schaalii,Adlercreutzia equolifaciens,Aeromicrobium erythreum,Agromyces flavus,Anaerobutyricum hallii,Anaerococcus mediterraneensis,Anaerolineaceae bacterium oral taxon 439,Anaerostipes hadrus,Anaerostipes rhamnosivorans,Arabia massiliensis,Arthrobacter crystallopoietes,Atopobium parvulum,Auraticoccus monumenti,Austwickia chelonae,Beutenbergia cavernae,Bifidobacterium adolescentis,Bifidobacterium angulatum,Bifidobacterium bifidum,Bifidobacterium breve,Bifidobacterium catenulatum,Bifidobacterium dentium,Bifidobacterium gallinarum,Bifidobacterium longum,Blautia obeum,Blautia producta,Brachybacterium faecium,Brachybacterium ginsengisoli,Brachybacterium saurashtrense,Brevibacterium aurantiacum,Brevibacterium linens,butyrate-producing bacterium SM4/1,butyrate-producing bacterium SS3/4,Butyrivibrio fibrisolvens,Butyrivibrio hungatei,Butyrivibrio proteoclasticus,Campylobacter concisus,Campylobacter curvus,Campylobacter gracilis,Campylobacter rectus,Campylobacter showae,Candidatus Frankia datiscae,Cellulomonas fimi,Cellulomonas flavigena,Cellulomonas shaoxiangyii,Cellulosimicrobium cellulans,Clavibacter michiganensis,Clostridiales bacterium CCNA10,Clostridiales genomosp. BVAB1,Clostridioides difficile,Clostridium botulinum,Clostridium perfringens,Clostridium tetani,Collinsella aerofaciens,Coprococcus catus,Coriobacteriaceae bacterium 68-1-3,Coriobacterium glomerans,Corynebacterium frankenforstense,Corynebacterium matruchotii,Corynebacterium vitaeruminis,Cryptobacterium curtum,Cutibacterium acnes,Cutibacterium avidum,Denitrobacterium detoxificans,Dermabacter jinjuensis,Dermacoccus abyssi,Desulfobulbus oralis,Desulfomicrobium orale,Desulfovibrio fairfieldensis,Dialister massiliensis,Dialister pneumosintes,Dietzia psychralcaliphila,Eggerthella lenta,Faecalibacterium prausnitzii,Filifactor alocis,Finegoldia magna,Flaviflexus salsibiostraticola,Friedmanniella luteola,Fusobacterium sp. oral taxon 203,Gardnerella vaginalis,Glaesserella sp. 15-184,Gordonibacter massiliensis,Gordonibacter pamelaeae,Gordonibacter urolithinfaciens,Granulicatella adiacens,Haemophilus sp. oral taxon 036,Herbinix luporum,Hungatella hathewayi,Intrasporangium calvum,Isoptericola dokdonensis,Isoptericola variabilis,Janibacter indicus,Janibacter melonis,Jiangella alkaliphila,Kineococcus radiotolerans,Kocuria flava,Kocuria palustris,Kocuria rosea,Kocuria turfanensis,Kytococcus sedentarius,Lachnoanaerobaculum umeaense,Lachnoclostridium phytofermentans,Lachnospira eligens,Lachnospiraceae bacterium,Lachnospiraceae bacterium Choco86,Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium KGMB03038,Lachnospiraceae bacterium KM106-2,Lachnospiraceae bacterium oral taxon 500,Lacrimispora saccharolytica,Lacrimispora sphenoides,Lactobacillus agilis,Lactobacillus amylovorus,Lactobacillus delbrueckii,Lactobacillus fermentum,Lactobacillus frumenti,Lactobacillus gasseri,Lactobacillus gastricus,Lactobacillus mucosae,Lactobacillus paragasseri,Lactobacillus plantarum,Lactobacillus reuteri,Lactobacillus salivarius,Lactococcus lactis,Leifsonia xyli,Leptotrichia sp. oral taxon 212,Leptotrichia sp. oral taxon 498,Leptotrichia sp. oral taxon 847,Leucobacter triazinivorans,Libanicoccus massiliensis,Luteimicrobium xylanilyticum,Mageeibacillus indolicus,Mannheimia sp. USDA-ARS-USMARC-1261,Mannheimia sp. ZY170218,Marmoricola scoriae,Megasphaera elsdenii,Megasphaera stantonii,Microbacterium foliorum,Microbacterium sediminis,Micrococcus luteus,Microlunatus phosphovorus,Microlunatus soli,Micropruina glycogenica,Microterricola viridarii,Murdochiella vaginalis,Mycolicibacterium litorale,Nakamurella multipartita,Negativicoccus massiliensis,Neisseria sp. 10022,Neisseria sp. AP206,Neisseria sp. KEM232,Neisseria sp. oral taxon 014,Nocardia cyriacigeorgica,Nocardioides seonyuensis,Nocardiopsis dassonvillei,Nocardiopsis gilva,Olsenella timonensis,Olsenella uli,Olsenella umbonata,Ornithinimicrobium flavum,Ottowia sp. oral taxon 894,Paraoerskovia marina,Parascardovia denticolens,Parolsenella catena,Parvimonas micra,Peptoniphilus harei,Peptostreptococcus anaerobius,Propionibacterium acidifaciens,Propionibacterium australiense,Propionibacterium freudenreichii,Pseudobutyrivibrio xylanivorans,Pseudomonas aeruginosa,Pseudopropionibacterium propionicum,Rathayibacter iranicus,Roseburia hominis,Roseburia intestinalis,Rothia aeria,Rothia dentocariosa,Rothia mucilaginosa,Sanguibacter keddieii,Scardovia inopinata,Schaalia cardiffensis,Schaalia meyeri,Schaalia odontolytica,Schaalia radingae,Selenomonas ruminantium,Selenomonas sputigena,Serinicoccus profundi,Sinomonas atrocyanea,Slackia heliotrinireducens,Stackebrandtia nassauensis,Staphylococcus aureus,Staphylococcus capitis,Staphylococcus cohnii,Staphylococcus epidermidis,Streptococcus acidominimus,Streptococcus agalactiae,Streptococcus australis,Streptococcus canis,Streptococcus cristatus,Streptococcus equinus,Streptococcus ferus,Streptococcus gallolyticus,Streptococcus gordonii,Streptococcus gwangjuense,Streptococcus halotolerans,Streptococcus himalayensis,Streptococcus infantarius,Streptococcus infantis,Streptococcus iniae,Streptococcus koreensis,Streptococcus macedonicus,Streptococcus marmotae,Streptococcus merionis,Streptococcus milleri,Streptococcus mitis,Streptococcus mutans,Streptococcus oralis,Streptococcus pantholopis,Streptococcus parasanguinis,Streptococcus parauberis,Streptococcus pasteurianus,Streptococcus periodonticum,Streptococcus pluranimalium,Streptococcus pneumoniae,Streptococcus porcinus,Streptococcus pseudopneumoniae,Streptococcus pyogenes,Streptococcus respiraculi,Streptococcus salivarius,Streptococcus sanguinis,Streptococcus sinensis,Streptococcus sobrinus,Streptococcus suis,Streptococcus thermophilus,Streptococcus troglodytae,Streptococcus uberis,Streptococcus urinalis,Streptococcus vestibularis,Streptomyces cattleya,Streptomyces tsukubensis,Streptomyces venezuelae,Streptosporangium roseum,Tessaracoccus aquimaris,Tessaracoccus flavescens,Tessaracoccus flavus,Treponema sp. OMZ 804,Treponema sp. OMZ 838,Trueperella bialowiezensis,Trueperella pyogenes,Tsukamurella paurometabola,Veillonella atypica,Veillonella denticariosi,Veillonella dispar,Veillonella parvula,Veillonella rodentium,Waddlia chondrophila,Xylanimonas allomyrinae,Xylanimonas cellulosilytica,[Haemophilus] ducreyi,Achromobacter xylosoxidans,Actinobacillus equuli,Actinobacillus indolicus,Actinobacillus pleuropneumoniae,Actinobacillus porcitonsillarum,Actinobacillus succinogenes,Actinobacillus suis,Aggregatibacter actinomycetemcomitans,Aggregatibacter aphrophilus,Aggregatibacter segnis,Alcanivorax pacificus,Avibacterium volantium,Bibersteinia trehalosi,Bordetella petrii,Candidatus Gracilibacteria bacterium HOT-871,Cardiobacterium hominis,Eikenella corrodens,Eikenella exigua,Escherichia coli,Fretibacterium fastidiosum,Fusobacterium hwasookii,Fusobacterium necrophorum,Fusobacterium nucleatum,Fusobacterium periodonticum,Fusobacterium pseudoperiodonticum,Glaesserella parasuis,Haemophilus haemolyticus,Haemophilus influenzae,Haemophilus parahaemolyticus,Haemophilus parainfluenzae,Haemophilus pittmaniae,Histophilus somni,Kingella kingae,Klebsiella pneumoniae,Lautropia mirabilis,Leptotrichia buccalis,Leptotrichia goodfellowii,Leptotrichia hofstadii,Leptotrichia hongkongensis,Leptotrichia shahii,Leptotrichia trevisanii,Leptotrichia wadei,Mannheimia granulomatis,Mannheimia varigena,Massilia flava,Neisseria animalis,Neisseria animaloris,Neisseria brasiliensis,Neisseria canis,Neisseria chenwenguii,Neisseria cinerea,Neisseria elongata,Neisseria flavescens,Neisseria gonorrhoeae,Neisseria lactamica,Neisseria meningitidis,Neisseria mucosa,Neisseria perflava,Neisseria pharyngis,Neisseria polysaccharea,Neisseria sicca,Neisseria subflava,Neisseria weaveri,Neisseria zalophi,Neisseria zoodegmatis,Otariodibacter oris,Pasteurella multocida,Ralstonia pickettii,Ralstonia solanacearum,Rodentibacter pneumotropicus,Simonsiella muelleri,Sneathia amnii,Streptobacillus moniliformis,Treponema denticola,Treponema phagedenis,Treponema putidum,Variovorax paradoxus,Candidatus Saccharibacteria bacterium FS05P-B,Candidatus Saccharibacteria bacterium FS07P-B,Candidatus Saccharibacteria bacterium FS13P,Candidatus Saccharibacteria bacterium FS14P,Candidatus Saccharibacteria bacterium FS15P,Candidatus Saccharibacteria bacterium FS17P,Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17,Candidatus Saccharibacteria bacterium RAAC3_TM7_1,Candidatus Saccharimonas aalborgensis,Candidatus Saccharibacteria genomosp. TM7-H1,TM7 phylum sp. oral taxon 488,TM7 phylum sp. oral taxon 955,TM7 phylum sp. oral taxon 957,uncultured bacterium,subCST,Pct CST0,Pct CST1,Pct CST2
Sample_2,1439030,580,0,202,0,544,0,1126,0,328,459,600,916,723,1778,259746,360,41043,295,0,0,0,0,0,0,0,1359,214,0,0,0,0,0,0,0,272,0,0,660,0,929,0,0,0,0,0,0,0,0,0,10668,132003,3621,0,0,0,0,0,0,0,0,0,0,243,906,0,0,0,0,35117,0,0,0,0,5889,0,0,0,0,1783,0,230,280,0,0,0,0,0,0,0,0,0,9852,1204,1096,27159,0,0,7217,2405,753,1613,3369,2597,7597,400,0,0,0,381,0,303,367,0,9965,4213,2854,9513,0,0,22305,0,0,0,0,0,3211,0,0,4263,0,0,0,0,0,0,0,0,532,0,852,1423,0,488,542,0,539,1406,1100,263,3792,0,0,0,0,0,0,0,33808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,2021,221,42136,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7233,2838,607,0,0,0,0,239,26090,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,0,0,0,0,0,0,0,5910,215,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,520,0,0,0,22573,0,386,215,0,0,0,0,16528,0,0,0,0,0,0,0,0,7945,0,0,0,0,12128,0,0,0,0,0,886,0,0,0,689,18854,0,52372,0,261,0,20270,3655,0,242,0,0,0,420,0,0,0,4128,18214,1016,95180,0,745,0,0,1844,0,16047,564,2069,1569,206,1898,23426,649,0,1471,612,0,0,0,0,0,0,0,0,0,0,0,757,893,0,0,0,0,0,336,8066,0,0,0,0,0,0,0,0,0,0,0,0,3220,35115,141764,0,0,0,0,0,8050,22809,2418,412,20714,598,982,4620,0,563,0,3249,5020,0,10182,745,0,0,0,17237,398,818,0,0,0,438,249,0,0,0,0,0,0,0,0,218,2214,0,548,367,459,7808,0,0,0,0,559,0,0,0,0,4175,0,0,0,0,0,285,2155,0,749,0,2707,2781,1783,6888,1778,6587,0,0,207,0,2173,5990,1603,5483,CST0,0.9036912,0.04794056,0.048368312
Sample_22,1836841,623,262,304,0,0,0,21426,0,250,362,480,655,533,4712,196274,441,228533,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,355,0,740,209,593,0,0,0,0,0,0,0,0,0,230,7277,0,0,0,0,0,0,0,0,0,0,0,3440,455,0,0,0,0,66772,0,0,0,0,232,0,630,446,301,3957,850,5334,1665,690,0,0,0,0,0,0,0,0,88139,13099,13559,60401,0,0,21476,1266,233,1126,2814,455,1272,553,0,0,0,220,237,1745,0,0,1135,752,1364,1241,0,0,762,0,0,0,0,0,0,0,0,4336,0,0,0,0,0,0,0,0,366,0,2422,1047,0,1689,1939,0,364,1064,889,309,6663,0,0,0,0,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,272,0,0,0,22315,532,6567,0,66745,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,37080,0,0,0,0,0,0,0,0,0,0,0,607,0,0,574,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386,0,241,346,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4582,4088,644,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,1280,4206,0,0,0,0,0,1212,0,0,463,0,0,0,1832,0,0,1948,0,0,0,0,5151,0,0,0,0,0,205,0,0,0,484,9331,0,290,145798,0,0,0,0,554,0,0,0,0,0,2153,0,80445,0,246,0,16362,435,0,244,0,0,0,0,0,0,0,5410,1953,330,12958,0,10656,0,0,6404,0,1673,0,239,436,0,1211,36757,0,268,1541,558,0,0,0,0,0,0,0,0,0,0,0,1035,630,0,0,0,90656,0,13637,194814,3158,0,0,0,0,0,0,0,0,0,0,0,416,3763,11623,0,0,0,0,0,1186,8666,1371,0,8707,427,0,4355,0,1005,0,0,204,0,821,0,0,1748,717,4579,6226,0,1807,814,1008,1817,9445,0,0,0,463,412,390,340,725,1099,49840,4905,882,1632,4700,35073,0,0,651,0,19931,280,0,338,0,585,0,1677,0,234,0,0,863,0,0,0,8023,7937,5003,617,5461,1061,0,0,271,0,6396,615,5245,4012,CST1,0.3177764,0.5222425,0.15998112
Sample_23,1157257,0,1121,1404,0,0,0,13266,0,511,732,740,2849,890,13930,191500,17419,23691,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,257,0,0,872,1936,0,0,0,0,0,0,0,0,0,290,14594,0,0,0,0,0,0,0,0,0,0,0,321,592,0,0,0,0,20731,0,0,0,0,0,0,0,225,390,4114,0,317,248,0,0,0,0,0,0,0,0,0,14039,1810,1719,11829,0,0,2169,620,0,416,1071,0,644,0,0,0,0,0,0,0,0,348,858,344,294,646,0,0,254,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,0,1345,0,13069,1747,330,4166,4497,0,654,1763,1906,411,29236,0,0,0,0,0,0,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,1358,0,3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18622,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,6069,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0,0,0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19956,608,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,10702,0,0,0,0,0,0,0,0,0,0,0,0,7088,0,0,807,0,215,0,0,266635,0,0,0,212,529,0,0,0,329,448,1880,0,0,30029,0,0,0,0,4135,846,0,0,0,0,1111,0,21177,0,0,0,21209,248,0,0,0,0,0,0,0,0,0,675,960,218,6135,0,235,0,0,664,0,1399,0,0,227,0,299,41669,0,0,453,0,0,0,0,0,0,0,0,0,0,376,286,594,1272,0,0,0,823,0,2399,25402,691,0,0,0,0,0,0,0,0,0,0,0,261,1986,886,0,0,0,0,0,25668,7119,1022,0,6599,7478,376,29071,288,3260,0,0,227,0,863,0,0,0,0,23424,36672,341,6382,3233,1823,9338,5004,0,0,0,0,0,0,0,0,510,4485,533,692,554,1607,25605,0,0,257,0,1704,0,0,0,0,3779,0,0,0,0,0,0,496,0,0,0,1865,2061,1352,2095,2651,2263,0,0,0,0,1824,1966,1088,4890,CST0,0.6114352,0.002637483,0.38592735
Sample_24,3377219,558,688,827,727,414,211,7204,0,1233,1374,2099,9522,2479,27230,591248,4709,78818,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,819,0,562,559,3198,0,0,0,0,0,0,0,0,0,4586,167177,2542,0,0,0,0,0,0,0,0,0,0,625,730,0,0,0,0,61310,0,0,0,0,962,0,0,289,296,11503,0,600,1821,0,233,0,0,0,0,0,0,0,18976,3602,3488,24011,0,0,22529,3743,373,1357,9166,672,2862,1340,0,0,0,479,529,994,414,0,4329,1541,1054,3141,0,0,515,0,0,0,0,0,1225,0,0,1004,0,0,0,0,0,227,209,0,4847,0,13846,5287,836,12603,14255,0,1937,5083,4596,1038,35287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901,210,2370,0,13840,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,0,178294,0,0,0,0,0,0,0,0,0,0,0,722,0,0,293,40533,225,0,0,1732,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22062,0,0,0,0,0,0,0,5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66102,1403,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,340,2689,0,0,0,0,0,215,0,0,0,0,0,0,24497,0,0,702,441,390,0,0,299090,0,0,0,268,523,506,0,0,381,399,2692,0,0,36383,0,0,0,0,0,0,0,0,0,394,5367,0,79742,0,0,230,257601,989,0,0,0,0,0,1211,0,0,0,7236,4150,1523,29794,0,970,0,0,11262,0,4006,941,442,764,0,1831,60161,0,395,666,315,0,0,0,0,0,0,0,0,0,244,0,2959,1451,0,0,0,9310,0,17527,462456,5209,298,0,0,0,0,0,0,0,0,0,0,489,7363,14479,0,0,0,0,0,7308,9033,1067,0,6619,20518,912,115793,1556,15992,0,555,535,0,3965,0,0,0,0,24786,28336,1519,21711,9757,3290,25694,12607,0,0,0,0,0,0,0,0,368,6737,323,1026,494,1541,35550,0,0,256,0,1601,0,0,0,0,6093,0,0,0,0,0,0,4314,0,990,0,15225,30759,9923,1758,10010,2033,0,276,319,251,12666,2593,9694,10298,CST0,0.69358325,0.072988614,0.23342808
Sample_25,2348506,0,1175,1379,0,238,0,1342,315,2282,3802,3674,8368,4676,98701,145290,265501,15005,1676,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,667,1290,0,0,796,2249,0,0,0,0,0,0,0,0,0,2728,4306,339,403,475,347,0,0,0,0,0,0,301,876,1021,0,0,215,0,16017,0,0,0,0,1788,0,1698,1263,0,2518,287,994,1054,0,0,0,0,0,0,0,0,0,838,379,322,716,0,0,3191,770,229,417,12100,698,2241,296,0,0,0,0,0,1454,0,0,2455,1723,825,2848,0,0,9634,0,0,0,0,0,25763,0,0,0,0,0,0,0,0,333,258,267,4815,0,5756,9605,2177,48631,54460,0,3419,9916,8076,1833,72480,0,0,0,0,0,0,0,5749,0,0,0,0,3725,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,11902,0,7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79310,0,0,0,204,0,0,0,22529,0,0,0,0,0,0,0,5400,0,236,0,44190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,1524,0,0,0,0,0,0,0,0,0,1928,0,0,0,0,0,0,3297,935,3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,27861,0,0,0,0,0,650,0,0,4589,0,2409,0,15783,0,0,42730,905,315,0,0,293971,0,0,0,20952,85955,767,0,396,457,11806,1441,0,0,1541,0,0,0,0,0,0,0,0,0,0,3592,0,50657,0,0,0,106562,1217,0,0,0,0,0,0,0,0,0,1622,5780,24904,20299,0,1771,0,0,320,0,3139,0,462,344,0,1354,71347,0,0,595,342,0,0,0,524,0,0,265,0,0,481,0,693,437,0,0,0,1989,310,5932,123102,67979,395,236,0,0,0,0,0,0,0,0,0,2924,2259,1617,0,0,0,0,0,8822,13664,10421,0,4801,3488,459,102162,231,2780,0,371,253,0,5356,0,0,0,0,17031,673,321,2462,2870,302,2074,4160,0,0,0,0,0,0,0,0,435,21237,1180,1424,807,2023,16582,0,0,307,0,4846,0,0,0,0,0,0,0,0,0,0,0,3065,0,907,0,1167,1158,732,0,873,0,0,0,0,0,1077,0,491,12790,CST2,0.1364341,0.00040421847,0.86316174
Sample_26,1837726,303,624,662,0,0,0,0,0,542,976,1205,2031,1526,4692,786431,2014,149076,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,558,0,337,738,2083,0,0,0,0,0,0,0,0,0,1538,27803,709,0,0,0,0,0,0,0,0,0,0,1475,505,0,0,0,0,9602,0,0,0,0,346,0,238,290,213,8610,733,5163,967,689,0,0,0,0,0,0,0,0,18294,8316,7665,23518,0,0,23576,2517,0,406,5894,288,1658,0,0,0,0,0,0,0,292,0,1488,970,378,1747,0,0,0,0,0,0,0,0,468,0,0,1189,0,0,0,0,0,0,0,0,1008,0,18598,2960,415,1696,2071,0,1179,3001,2280,622,6849,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445,0,1727,0,1785,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,17903,0,0,0,0,0,0,0,724,545,0,0,677,0,0,499,18776,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2991,0,0,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,1620,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,0,0,278,0,0,0,0,0,0,6294,0,0,490,0,0,0,0,20258,0,0,0,0,723,0,0,0,207,578,1178,0,0,25563,0,0,0,0,0,1298,0,0,0,0,1990,0,19549,0,0,0,52596,425,0,0,0,0,0,0,0,0,0,5970,1781,201,13957,0,353,0,0,4546,0,1574,0,0,264,0,468,15624,0,216,326,0,0,0,0,0,0,0,0,0,0,0,0,1865,963,0,0,0,2471,0,9704,264393,2885,288,0,0,0,0,0,0,0,0,0,0,0,2212,5052,0,0,0,0,0,4726,5072,768,487,5087,933,0,18208,0,1123,0,200,296,0,5343,0,0,0,0,4490,10090,0,3329,1322,985,3004,10935,0,0,0,0,0,0,0,0,388,4120,2154,845,328,1254,21866,0,0,0,0,10035,0,0,0,0,5450,0,0,0,0,0,0,1463,0,411,0,4634,4342,2847,1012,3501,928,255,454,843,0,3828,950,4293,8523,CST2,0.004081601,8.008701e-05,0.9958383
